,genes,in_group_fraction,out_group_fraction,in_out_group_ratio,in_group_mean_exp,out_group_mean_exp,fold_change,pvals_adj,target_dmain,neighbors
247,CYCS,0.9946808510638298,0.9434782608695652,1.0542700264731837,2.140681743621826,1.506716012954712,1.8850713968276978,0.00016867989636709722,1.0,[8]
266,SEPT4,0.9946808510638298,0.9695652173913043,1.0259040167922908,2.3499698638916016,1.7247685194015503,1.8686223030090332,0.00030287458132653776,1.0,[8]
269,NDUFA12,0.9946808510638298,0.9565217391304348,1.0398936170212765,2.097374439239502,1.5130709409713745,1.793741226196289,0.00033795572373035584,1.0,[8]
468,MINOS1,0.9946808510638298,0.9695652173913043,1.0259040167922908,2.055215835571289,1.6000308990478516,1.5764648914337158,0.020191035497835817,1.0,[8]
128,RPS26,0.9946808510638298,0.9565217391304348,1.0398936170212765,2.2287142276763916,1.5364365577697754,1.99826180934906,1.4538985893637266e-07,1.0,[8]
361,CD81,0.9946808510638298,0.9608695652173913,1.0351882160392798,2.305854320526123,1.7396093606948853,1.7616395950317383,0.004678365762310983,1.0,[8]
353,RPS13,0.9946808510638298,0.9869565217391304,1.0078264129721624,2.303938388824463,1.813138723373413,1.6336220502853394,0.00430057457692243,1.0,[8]
337,RPS18,0.9946808510638298,0.9347826086956522,1.0640771895101433,1.92645263671875,1.4120597839355469,1.672622561454773,0.002445149157776368,1.0,[8]
41,GABRA1,0.9946808510638298,0.8608695652173913,1.1554373522458627,2.273684501647949,1.1627086400985718,3.037320852279663,6.348679542589439e-16,1.0,[8]
513,SLC25A3,0.9946808510638298,0.9826086956521739,1.0122858218791189,2.3132638931274414,1.847229242324829,1.593662142753601,0.028181437453421228,1.0,[8]
516,CALM3,0.9946808510638298,0.9782608695652174,1.0167848699763593,2.0714900493621826,1.6572116613388062,1.5132783651351929,0.029356021049332107,1.0,[8]
510,ATP6V1F,0.9946808510638298,0.9695652173913043,1.0259040167922908,1.8631625175476074,1.4559746980667114,1.5025862455368042,0.027871085783294173,1.0,[8]
512,PRDX2,0.9946808510638298,0.9565217391304348,1.0398936170212765,2.058655261993408,1.5802195072174072,1.6135483980178833,0.02814828671989866,1.0,[8]
116,RPS28,0.9946808510638298,0.8782608695652174,1.1325574046766378,1.8844518661499023,1.1673437356948853,2.0485007762908936,1.9549781113979032e-08,1.0,[8]
178,NDUFA1,0.9946808510638298,0.9391304347826087,1.0591509062253743,2.0808522701263428,1.4570897817611694,1.8659355640411377,8.429610868173467e-06,1.0,[8]
